jarvis_id,dimensionality,formula,elements,n_elements,gap_selected_eV,gap_method_selected,cutoff_wavelength_um_from_gap,cutoff_region,optb88vdw_bandgap_eV,mbj_bandgap_eV,hse_bandgap_eV,formation_energy_eV_per_atom,energy_above_hull_eV_per_atom,density_g_cm3,space_group_number,space_group_symbol,crystal_system,dielectric_x,dielectric_y,dielectric_z,dielectric_mean,avg_electron_mass_m0,avg_hole_mass_m0,bulk_modulus_GPa,shear_modulus_GPa,exfoliation_energy_meV_per_atom,max_IR_mode_cm-1,min_IR_mode_cm-1,spillage,icsd_ids,jarvis_url,source_dataset_doi,source_archive,source_type,evidence_scope,candidate_warning
JVASP-121236,3D,Al3P,Al;P,2,0.404,TBmBJ,3.068916,MWIR (3-5 um),0.255,0.404,,-0.06386,1.9911,2.02,8,Cm,monoclinic,21.0569,28.6118,29.1623,26.277,,,51.64,22.73,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-121236,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-122406,3D,Li7Mn2Co3O12,Co;Li;Mn;O,4,0.404,OptB88vdW,3.068916,MWIR (3-5 um),0.404,,,-1.92704,2.6896,4.469,1,P1,triclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-122406,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-48295,3D,LiMnP3HO10,H;Li;Mn;O;P,5,0.404,OptB88vdW,3.068916,MWIR (3-5 um),0.404,,,-1.99552,3.0364,2.339,5,C2,monoclinic,6.0757,5.3217,3.6017,4.999700000000001,0.2966666666666667,0.27,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-48295,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-145385,3D,MnCr4CdSe8,Cd;Cr;Mn;Se,4,0.404,OptB88vdW,3.068916,MWIR (3-5 um),0.404,,,-0.52142,2.8428,5.39,216,F-43m,cubic,14.3635,14.3635,14.3635,14.3635,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-145385,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-110336,3D,Na2LiAuF6,Au;F;Li;Na,4,0.404,OptB88vdW,3.068916,MWIR (3-5 um),0.404,,,-2.09514,0.0,4.522,225,Fm-3m,cubic,20.9941,20.9941,20.9941,20.9941,,,52.7,19.02,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-110336,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-45247,3D,Na3Sr3GaAs4,As;Ga;Na;Sr,4,0.404,OptB88vdW,3.068916,MWIR (3-5 um),0.404,,,-0.89927,0.4707,3.847,186,P6_3mc,hexagonal,9.876,9.876,11.7176,10.489866666666666,0.18000000000000002,0.73,,,,,,,402286,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-45247,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-170292,3D,Yb2Be2GeO7,Be;Ge;O;Yb,4,0.404,OptB88vdW,3.068916,MWIR (3-5 um),0.404,,,-2.64285,1.7908,6.931,113,P-42_1m,tetragonal,,,,,,,114.1,63.18,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-170292,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-91446,3D,Ba2NiF6,Ba;F;Ni,3,0.403,OptB88vdW,3.076531,MWIR (3-5 um),0.403,,,-3.31135,0.0,5.449,139,I4/mmm,tetragonal,,,,,,,,,,,,,21056,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-91446,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-66040,3D,BaLiBr,Ba;Br;Li,3,0.403,OptB88vdW,3.076531,MWIR (3-5 um),0.403,,,-0.65665,0.0,2.888,216,F-43m,cubic,16.0955,16.0955,16.0955,16.0955,0.01,0.01,12.77,-4.1,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-66040,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-36109,3D,BiB,B;Bi,2,0.403,TBmBJ,3.076531,MWIR (3-5 um),0.176,0.403,,0.80918,2.1943,8.539,216,F-43m,cubic,39.1144,39.1144,39.1144,39.1144,0.01,0.01,72.97,59.14,,411.28,407.53,2.264,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-36109,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-183696,3D,CaTiF2,Ca;F;Ti,3,0.403,OptB88vdW,3.076531,MWIR (3-5 um),0.403,,,-2.33929,0.2603,3.742,99,P4mm,tetragonal,21.5962,21.5962,9.3281,17.506833333333333,,,86.94,50.67,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-183696,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-171849,3D,CdHg4As2I4,As;Cd;Hg;I,4,0.403,OptB88vdW,3.076531,MWIR (3-5 um),0.403,,,-0.12776,0.0,6.679,4,P2_1,monoclinic,,,,,,,,,,,,,416973,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-171849,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-40768,3D,FeSiW,Fe;Si;W,3,0.403,TBmBJ,3.076531,MWIR (3-5 um),0.32,0.403,,-0.48796,4.1746,10.379,216,F-43m,cubic,30.5907,30.5907,30.5907,30.5907,0.0,0.0,233.23,118.46,,3.42,2.85,0.051,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-40768,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-152611,3D,KPd2O3,K;O;Pd,3,0.403,OptB88vdW,3.076531,MWIR (3-5 um),0.403,,,-0.94094,1.6241,4.919,166,R-3m,trigonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-152611,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-82056,3D,LiAl2Au,Al;Au;Li,3,0.403,TBmBJ,3.076531,MWIR (3-5 um),0.0,0.403,,1.23522,1.432,0.605,71,Immm,orthorhombic,3.8616,2.3216,2.886,3.023066666666667,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-82056,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-85945,3D,Na2Si4Cu2O11,Cu;Na;O;Si,4,0.403,OptB88vdW,3.076531,MWIR (3-5 um),0.403,,,-2.2686,2.3215,2.868,2,P-1,triclinic,8.7988,9.9739,5.3652,8.045966666666667,,,69.96,36.99,,,,,240930,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-85945,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-59188,3D,Na3FeO3,Fe;Na;O,3,0.403,OptB88vdW,3.076531,MWIR (3-5 um),0.403,,,-1.56883,1.1683,2.985,14,P2_1/c,monoclinic,,,,,0.9133333333333334,0.86,,,,,,,413270,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-59188,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-35978,3D,IrC,C;Ir,2,0.402,TBmBJ,3.084184,MWIR (3-5 um),0.0,0.402,,0.52535,3.8094,13.589,216,F-43m,cubic,28.1979,28.1979,28.1979,28.1979,0.0,0.0,275.73,84.02,,,,0.148,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-35978,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-74905,3D,K2BeOs,Be;K;Os,3,0.402,TBmBJ,3.084184,MWIR (3-5 um),0.179,0.402,,1.32504,1.8178,5.623,216,F-43m,cubic,39.4809,39.4809,40.2647,39.74216666666666,0.62,0.79,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-74905,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-143848,3D,KCu2H3S2O10,Cu;H;K;O;S,5,0.402,OptB88vdW,3.084184,MWIR (3-5 um),0.402,,,-1.27036,2.292,3.417,8,Cm,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-143848,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-177403,3D,La3AlFeS7,Al;Fe;La;S,4,0.402,OptB88vdW,3.084184,MWIR (3-5 um),0.402,,,-1.83571,2.2909,4.501,173,P6_3,hexagonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-177403,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-151741,3D,LaAsS,As;La;S,3,0.402,OptB88vdW,3.084184,MWIR (3-5 um),0.402,,,-1.81631,1.1985,5.658,62,Pnma,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-151741,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-46719,3D,Li2VSiO4,Li;O;Si;V,4,0.402,OptB88vdW,3.084184,MWIR (3-5 um),0.402,,,-2.36086,2.4011,3.1,7,Pc,monoclinic,28.2521,42.3705,40.2586,36.9604,0.11333333333333333,0.11666666666666665,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-46719,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-122016,3D,Li7Mn2Co3O12,Co;Li;Mn;O,4,0.402,OptB88vdW,3.084184,MWIR (3-5 um),0.402,,,-1.92766,2.6896,4.471,1,P1,triclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-122016,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-111857,3D,Mg2Cr3CoS8,Co;Cr;Mg;S,4,0.402,OptB88vdW,3.084184,MWIR (3-5 um),0.402,,,-0.91961,2.6797,3.372,166,R-3m,trigonal,99.9898,101.7286,93.0696,98.26266666666668,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-111857,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-86544,3D,Na2Si4Cu2O11,Cu;Na;O;Si,4,0.402,OptB88vdW,3.084184,MWIR (3-5 um),0.402,,,-2.2686,2.3215,2.868,2,P-1,triclinic,8.8035,9.9699,5.363,8.045466666666668,,,,,,,,,240930,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-86544,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-174740,3D,NaLa2OsO6,La;Na;O;Os,4,0.402,OptB88vdW,3.084184,MWIR (3-5 um),0.402,,,-2.61774,2.553,7.147,14,P2_1/c,monoclinic,6.1075,5.8507,5.7314,5.896533333333333,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-174740,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-29057,3D,Te4MoW3Se2S2,Mo;S;Se;Te;W,5,0.402,TBmBJ,3.084184,MWIR (3-5 um),0.212,0.402,,-0.33592,4.0378,5.752,156,P3m1,trigonal,13.4659,13.4658,7.543,11.491566666666666,,,2.19,5.25,,0.15,0.0,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-29057,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-132793,3D,Yb3SnH2,H;Sn;Yb,3,0.402,TBmBJ,3.084184,MWIR (3-5 um),0.0,0.402,,-0.72272,0.4727,8.504,63,Cmcm,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-132793,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-66489,3D,BaGaBi,Ba;Bi;Ga,3,0.401,OptB88vdW,3.091875,MWIR (3-5 um),0.401,,,-0.22224,0.1224,5.653,216,F-43m,cubic,43.3026,43.3026,43.3026,43.302600000000005,0.01,0.01,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-66489,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-141585,3D,Ca5Mn4O9,Ca;Mn;O,3,0.401,OptB88vdW,3.091875,MWIR (3-5 um),0.401,,,-2.39981,2.4133,4.158,8,Cm,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-141585,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-77586,2D,CrBr2,Br;Cr,2,0.401,OptB88vdW,3.091875,MWIR (3-5 um),0.401,,,-0.54437,0.0,1.178,12,C2/m,monoclinic,2.7567,2.3544,2.3376,2.4829000000000003,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-77586,10.6084/m9.figshare.6815705.v8,d2-12-12-2022.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-141183,3D,LaAsS,As;La;S,3,0.401,OptB88vdW,3.091875,MWIR (3-5 um),0.401,,,-1.81632,1.1985,5.658,62,Pnma,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-141183,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-111804,3D,LiNiAsO4,As;Li;Ni;O,4,0.401,OptB88vdW,3.091875,MWIR (3-5 um),0.401,,,-1.43147,2.0268,4.923,74,Imma,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-111804,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-30521,3D,NiHO2,H;Ni;O,3,0.401,TBmBJ,3.091875,MWIR (3-5 um),0.0,0.401,,-0.86619,1.8871,4.577,156,P3m1,trigonal,50.3994,50.3894,26.8442,42.544333333333334,,,94.2,14.4,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-30521,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-146241,3D,Sr2TaMnO6,Mn;O;Sr;Ta,4,0.401,OptB88vdW,3.091875,MWIR (3-5 um),0.401,,,-2.9698,2.6124,6.654,2,P-1,triclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-146241,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-49228,3D,Tb2Se3,Se;Tb,2,0.401,OptB88vdW,3.091875,MWIR (3-5 um),0.401,,,-1.96314,1.1051,7.457,62,Pnma,orthorhombic,9.9695,10.488,10.0641,10.173866666666667,0.33666666666666667,0.48666666666666664,,,,,,0.136,85417,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-49228,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-85460,3D,U3CuO10,Cu;O;U,3,0.401,OptB88vdW,3.091875,MWIR (3-5 um),0.401,,,-2.85398,3.468,7.45,2,P-1,triclinic,,,,,,,,,,,,,73611,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-85460,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-167453,3D,V3OF11,F;O;V,3,0.401,OptB88vdW,3.091875,MWIR (3-5 um),0.401,,,-2.84421,0.9578,3.372,4,P2_1,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-167453,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-9526,3D,ZnCrSF5,Cr;F;S;Zn,4,0.401,OptB88vdW,3.091875,MWIR (3-5 um),0.401,,,-2.12915,0.3693,3.195,1,P1,triclinic,15.1171,16.3478,41.7398,24.401566666666668,,,,,,,,0.003,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-9526,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-114481,3D,B2CCl2,B;C;Cl,3,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,0.7768,3.3891,3.081,164,P-3m1,trigonal,9.8619,9.8619,8.466,9.3966,,,108.56,3.17,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-114481,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-134106,3D,BePt,Be;Pt,2,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,2.824,2.8971,0.583,99,P4mm,tetragonal,1.4014,1.4014,2.6229,1.8085666666666667,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-134106,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-112035,3D,C3S2O2,C;O;S,3,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,-0.02918,4.348,1.904,1,P1,triclinic,4.9189,5.6823,6.814,5.805066666666666,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-112035,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-12737,3D,CuI2O6,Cu;I;O,3,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,-0.43328,1.7128,5.264,4,P2_1,monoclinic,7.8467,14.4424,23.962,15.41703333333333,0.26,0.2733333333333334,0.0,-0.0,,,,0.059,4327,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-12737,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-117314,3D,Li7Mn2Co3O12,Co;Li;Mn;O,4,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,-1.93098,2.6894,4.468,1,P1,triclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-117314,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-144113,3D,Li7Mn2Co3O12,Co;Li;Mn;O,4,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,-1.93142,2.6894,4.458,5,C2,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-144113,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-8174,3D,Sb2TeSe2,Sb;Se;Te,3,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,-0.23647,1.4255,5.937,160,R3m,trigonal,35.8082,35.9022,32.5854,34.76526666666666,0.22666666666666668,0.2233333333333333,36.62,23.21,72.59,5.34,0.0,0.246,60963,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-8174,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-147278,3D,Sm3AlFeS7,Al;Fe;S;Sm,4,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,-1.72592,2.1908,5.062,173,P6_3,hexagonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-147278,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-88863,3D,Te7As5I,As;I;Te,3,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,-0.0079,1.6682,5.788,8,Cm,monoclinic,36.9517,32.0431,31.5586,33.5178,,,,,,,,,31877,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-88863,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-132823,3D,Ti3Sn5S12,S;Sn;Ti,3,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,-0.90907,2.249,4.17,6,Pm,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-132823,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
